prev,freqs
-162.0, [(81, 1.0)]
-89.0, [(0, 0.5), (178, 0.5)]
-81.0, [(0, 0.5), (162, 0.5)]
-46.0, [(23, 1.0)]
-44.0, [(22, 1.0)]
-42.0, [(21, 0.5), (42, 0.5)]
-40.0, [(20, 0.8), (40, 0.2)]
-38.0, [(18, 0.09090909090909091), (19, 0.7272727272727273), (23, 0.09090909090909091), (26, 0.09090909090909091)]
-37.0, [(17, 0.5), (40, 0.5)]
-36.0, [(18, 0.41509433962264153), (36, 0.5849056603773585)]
-34.0, [(17, 0.4), (34, 0.6)]
-32.0, [(16, 0.6666666666666666), (34, 0.3333333333333333)]
-31.0, [(13, 1.0)]
-30.0, [(15, 1.0)]
-28.0, [(14, 1.0)]
-26.0, [(13, 1.0)]
-24.0, [(1, 0.2), (12, 0.2), (23, 0.6)]
-23.0, [(-23, 0.007874015748031496), (-1, 0.007874015748031496), (0, 0.47244094488188976), (22, 0.007874015748031496), (23, 0.36220472440944884), (25, 0.007874015748031496), (26, 0.007874015748031496), (28, 0.007874015748031496), (30, 0.007874015748031496), (46, 0.11023622047244094)]
-22.0, [(-18, 0.014084507042253521), (0, 0.43661971830985913), (21, 0.014084507042253521), (22, 0.29577464788732394), (23, 0.014084507042253521), (26, 0.028169014084507043), (28, 0.014084507042253521), (32, 0.014084507042253521), (44, 0.16901408450704225)]
-21.0, [(-21, 0.0113314447592068), (-1, 0.0028328611898017), (0, 0.49291784702549574), (1, 0.0028328611898017), (19, 0.0028328611898017), (21, 0.3937677053824363), (22, 0.0056657223796034), (23, 0.0028328611898017), (24, 0.0028328611898017), (25, 0.0028328611898017), (40, 0.0056657223796034), (42, 0.07365439093484419)]
-20.0, [(-20, 0.0125), (0, 0.49375), (17, 0.00625), (19, 0.00625), (20, 0.38125), (21, 0.00625), (22, 0.00625), (28, 0.00625), (40, 0.08125)]
-19.0, [(-18, 0.006097560975609756), (-1, 0.006097560975609756), (0, 0.47560975609756095), (1, 0.006097560975609756), (2, 0.006097560975609756), (17, 0.006097560975609756), (18, 0.024390243902439025), (19, 0.3597560975609756), (38, 0.10975609756097561)]
-18.0, [(-23, 0.001422475106685633), (-18, 0.001422475106685633), (-14, 0.001422475106685633), (-1, 0.004267425320056899), (0, 0.5035561877667141), (1, 0.001422475106685633), (18, 0.42532005689900426), (19, 0.001422475106685633), (21, 0.001422475106685633), (36, 0.05832147937411095)]
-17.0, [(-17, 0.004081632653061225), (-1, 0.004081632653061225), (0, 0.4775510204081633), (1, 0.004081632653061225), (13, 0.012244897959183673), (16, 0.0163265306122449), (17, 0.363265306122449), (19, 0.00816326530612245), (34, 0.11020408163265306)]
-16.0, [(-16, 0.010869565217391304), (-2, 0.010869565217391304), (0, 0.4891304347826087), (8, 0.010869565217391304), (16, 0.34782608695652173), (17, 0.010869565217391304), (32, 0.11956521739130435)]
-15.0, [(0, 0.46511627906976744), (1, 0.011627906976744186), (7, 0.011627906976744186), (14, 0.011627906976744186), (15, 0.3488372093023256), (30, 0.1511627906976744)]
-14.0, [(-1, 0.009900990099009901), (0, 0.43564356435643564), (8, 0.009900990099009901), (9, 0.009900990099009901), (10, 0.0297029702970297), (11, 0.009900990099009901), (14, 0.37623762376237624), (28, 0.1188118811881188)]
-13.0, [(0, 0.49038461538461536), (7, 0.009615384615384616), (8, 0.009615384615384616), (9, 0.009615384615384616), (10, 0.009615384615384616), (12, 0.009615384615384616), (13, 0.28846153846153844), (26, 0.17307692307692307)]
-12.0, [(0, 0.48314606741573035), (6, 0.0449438202247191), (12, 0.29213483146067415), (24, 0.1797752808988764)]
-10.0, [(0, 0.6), (20, 0.4)]
-9.0, [(0, 1.0)]
-8.0, [(0, 0.4), (4, 0.2), (8, 0.2), (16, 0.2)]
-7.0, [(0, 0.42857142857142855), (7, 0.2857142857142857), (14, 0.2857142857142857)]
-6.0, [(-6, 0.10526315789473684), (0, 0.10526315789473684), (3, 0.3684210526315789), (6, 0.3684210526315789), (12, 0.05263157894736842)]
-5.0, [(-5, 0.1), (0, 0.2), (5, 0.4), (10, 0.1), (18, 0.2)]
-4.0, [(-4, 0.0625), (0, 0.375), (2, 0.25), (4, 0.25), (8, 0.0625)]
-3.0, [(0, 0.6666666666666666), (1, 0.16666666666666666), (6, 0.16666666666666666)]
-2.0, [(-18, 0.0015527950310559005), (-15, 0.0015527950310559005), (-5, 0.0015527950310559005), (-2, 0.003105590062111801), (0, 0.013975155279503106), (1, 0.5450310559006211), (2, 0.4254658385093168), (4, 0.006211180124223602), (21, 0.0015527950310559005)]
-1.0, [(-23, 0.0005076142131979696), (-21, 0.0005076142131979696), (-18, 0.0005076142131979696), (-17, 0.0005076142131979696), (-1, 0.11116751269035532), (0, 0.3852791878172589), (1, 0.39390862944162436), (2, 0.10710659898477157), (21, 0.0005076142131979696)]
0.0, [(-89, 9.599232061435085e-06), (-81, 9.599232061435085e-06), (-23, 0.0002927765778737701), (-22, 0.0001823854091672666), (-21, 0.0007967362610991121), (-20, 0.0003599712023038157), (-19, 0.00037916966642668586), (-18, 0.0016174706023518119), (-17, 0.0005903527717782578), (-16, 0.00020638348932085432), (-15, 0.00020638348932085432), (-14, 0.00025437964962802975), (-13, 0.00025437964962802975), (-12, 0.00020638348932085432), (-10, 9.599232061435085e-06), (-8, 9.599232061435085e-06), (-7, 1.919846412287017e-05), (-6, 1.4398848092152627e-05), (-5, 1.4398848092152627e-05), (-4, 9.599232061435085e-06), (-3, 4.7996160307175425e-06), (-2, 2.8797696184305255e-05), (-1, 0.00365250779937605), (0, 0.9852123830093592), (1, 0.0013390928725701943), (2, 2.3998080153587712e-05), (3, 1.4398848092152627e-05), (5, 4.7996160307175425e-06), (6, 9.599232061435085e-06), (7, 4.7996160307175425e-06), (9, 4.7996160307175425e-06), (12, 0.0001343892488600912), (13, 0.00016318694504439645), (14, 0.00017758579313654907), (15, 0.00013918886489080873), (16, 0.00017758579313654907), (17, 0.00042236621070314376), (18, 0.0013918886489080874), (19, 0.0003263738900887929), (20, 0.00031677465802735784), (21, 0.0006719462443004559), (22, 0.0001007919366450684), (23, 0.0002255819534437245), (81, 9.599232061435085e-06)]
1.0, [(-24, 0.0013227513227513227), (-22, 0.0004409171075837742), (-21, 0.0008818342151675485), (-19, 0.0013227513227513227), (-15, 0.0004409171075837742), (-2, 0.14991181657848324), (-1, 0.3430335097001764), (0, 0.12610229276895943), (1, 0.37433862433862436), (17, 0.0008818342151675485), (18, 0.0004409171075837742), (19, 0.0004409171075837742), (20, 0.0004409171075837742)]
2.0, [(-23, 0.001996007984031936), (-20, 0.001996007984031936), (-4, 0.001996007984031936), (-2, 0.5728542914171657), (-1, 0.40119760479041916), (0, 0.00998003992015968), (2, 0.003992015968063872), (16, 0.001996007984031936), (21, 0.001996007984031936), (23, 0.001996007984031936)]
3.0, [(-6, 0.25), (-3, 0.08333333333333333), (0, 0.5), (3, 0.08333333333333333), (18, 0.08333333333333333)]
4.0, [(-4, 0.14285714285714285), (-2, 0.35714285714285715), (0, 0.35714285714285715), (4, 0.07142857142857142), (21, 0.07142857142857142)]
5.0, [(-5, 0.16666666666666666), (0, 0.5), (5, 0.16666666666666666), (10, 0.16666666666666666)]
6.0, [(-12, 0.125), (-6, 0.3125), (-3, 0.0625), (0, 0.375), (12, 0.0625), (21, 0.0625)]
7.0, [(-14, 0.16666666666666666), (-3, 0.16666666666666666), (0, 0.16666666666666666), (12, 0.16666666666666666), (16, 0.16666666666666666), (20, 0.16666666666666666)]
8.0, [(-4, 0.42857142857142855), (0, 0.14285714285714285), (10, 0.14285714285714285), (12, 0.14285714285714285), (21, 0.14285714285714285)]
9.0, [(-9, 0.3333333333333333), (8, 0.3333333333333333), (10, 0.3333333333333333)]
10.0, [(-32, 0.125), (-5, 0.375), (3, 0.125), (4, 0.375)]
11.0, [(6, 1.0)]
12.0, [(-24, 0.016666666666666666), (-12, 0.45), (-6, 0.06666666666666667), (0, 0.45), (2, 0.016666666666666666)]
13.0, [(-26, 0.014084507042253521), (-13, 0.4788732394366197), (0, 0.4507042253521127), (4, 0.014084507042253521), (7, 0.014084507042253521), (8, 0.014084507042253521), (13, 0.014084507042253521)]
14.0, [(-28, 0.0125), (-15, 0.0125), (-14, 0.4375), (-7, 0.0375), (0, 0.5)]
15.0, [(-38, 0.016666666666666666), (-30, 0.016666666666666666), (-15, 0.45), (-2, 0.016666666666666666), (0, 0.48333333333333334), (1, 0.016666666666666666)]
16.0, [(-32, 0.02531645569620253), (-18, 0.012658227848101266), (-17, 0.012658227848101266), (-16, 0.4430379746835443), (-8, 0.02531645569620253), (0, 0.4177215189873418), (1, 0.05063291139240506), (16, 0.012658227848101266)]
17.0, [(-34, 0.03553299492385787), (-18, 0.015228426395939087), (-17, 0.4517766497461929), (-16, 0.005076142131979695), (-1, 0.005076142131979695), (0, 0.4263959390862944), (2, 0.005076142131979695), (6, 0.005076142131979695), (17, 0.050761421319796954)]
18.0, [(-36, 0.047976011994003), (-31, 0.0014992503748125937), (-19, 0.0014992503748125937), (-18, 0.46026986506746626), (0, 0.41679160419790107), (18, 0.0704647676161919), (21, 0.0014992503748125937)]
19.0, [(-38, 0.04929577464788732), (-19, 0.44366197183098594), (-4, 0.007042253521126761), (-2, 0.007042253521126761), (0, 0.47183098591549294), (1, 0.007042253521126761), (2, 0.007042253521126761), (19, 0.007042253521126761)]
20.0, [(-40, 0.029197080291970802), (-38, 0.0072992700729927005), (-21, 0.0072992700729927005), (-20, 0.4744525547445255), (-10, 0.014598540145985401), (0, 0.45255474452554745), (20, 0.014598540145985401)]
21.0, [(-42, 0.028938906752411574), (-38, 0.003215434083601286), (-21, 0.48231511254019294), (-20, 0.006430868167202572), (-6, 0.003215434083601286), (-2, 0.003215434083601286), (0, 0.42443729903536975), (21, 0.04823151125401929)]
22.0, [(-44, 0.02127659574468085), (-22, 0.425531914893617), (-4, 0.02127659574468085), (-1, 0.02127659574468085), (0, 0.5106382978723404)]
23.0, [(-46, 0.009523809523809525), (-24, 0.009523809523809525), (-23, 0.4666666666666667), (-8, 0.009523809523809525), (-4, 0.009523809523809525), (-1, 0.009523809523809525), (0, 0.44761904761904764), (2, 0.009523809523809525), (23, 0.02857142857142857)]
24.0, [(-12, 0.9411764705882353), (-3, 0.058823529411764705)]
25.0, [(-4, 1.0)]
26.0, [(-26, 0.045454545454545456), (-13, 0.7727272727272727), (-6, 0.045454545454545456), (-4, 0.09090909090909091), (-3, 0.045454545454545456)]
28.0, [(-28, 0.06666666666666667), (-21, 0.06666666666666667), (-16, 0.06666666666666667), (-14, 0.6666666666666666), (-12, 0.06666666666666667), (-5, 0.06666666666666667)]
30.0, [(-15, 0.9285714285714286), (-14, 0.07142857142857142)]
32.0, [(-16, 0.9166666666666666), (-10, 0.08333333333333333)]
34.0, [(-37, 0.029411764705882353), (-34, 0.08823529411764706), (-17, 0.8823529411764706)]
36.0, [(-36, 0.2916666666666667), (-19, 0.013888888888888888), (-18, 0.6944444444444444)]
38.0, [(-38, 0.05555555555555555), (-19, 0.9444444444444444)]
40.0, [(-40, 0.058823529411764705), (-37, 0.058823529411764705), (-20, 0.8823529411764706)]
42.0, [(-42, 0.15151515151515152), (-21, 0.8484848484848485)]
44.0, [(-22, 1.0)]
46.0, [(-46, 0.07142857142857142), (-23, 0.9285714285714286)]
81.0, [(-81, 0.5), (0, 0.5)]
162.0, [(-162, 1.0)]
178.0, [(-89, 1.0)]
